<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2025.09.08	00:03:30.752	0.86654	0.86783			6
2025.09.08	00:03:31.212	0.86643	0.86782			6
2025.09.08	00:03:39.005	0.86647				2
2025.09.08	00:03:41.832	0.86640				2
2025.09.08	00:03:45.472	0.86643				2
2025.09.08	00:04:00.867	0.86643				2
2025.09.08	00:04:03.722	0.86662	0.86793			6
2025.09.08	00:04:11.686	0.86664				2
2025.09.08	00:04:47.353	0.86694	0.86809			6
2025.09.08	00:05:01.305	0.86694	0.86798			6
2025.09.08	00:05:08.979	0.86666	0.86786			6
2025.09.08	00:05:09.697	0.86695	0.86801			6
2025.09.08	00:05:54.195	0.86696	0.86805			6
2025.09.08	00:06:21.731	0.86696				2
2025.09.08	00:06:41.590		0.86796			4
2025.09.08	00:07:04.195	0.86696				2
2025.09.08	00:07:51.727		0.86796			4
2025.09.08	00:08:14.216	0.86696				2
2025.09.08	00:08:56.646		0.86796			4
2025.09.08	00:09:01.731	0.86696				2
2025.09.08	00:09:58.184	0.86697	0.86820			6
2025.09.08	00:10:00.485	0.86729	0.86793			6
2025.09.08	00:10:01.105		0.86794			4
2025.09.08	00:10:01.621	0.86730	0.86804			6
2025.09.08	00:10:05.720		0.86805			4
2025.09.08	00:10:06.732	0.86733	0.86806			6
2025.09.08	00:10:07.302		0.86808			4
2025.09.08	00:10:08.320		0.86807			4
2025.09.08	00:10:09.617		0.86806			4
2025.09.08	00:10:14.131	0.86736	0.86805			6
2025.09.08	00:10:21.931	0.86735	0.86806			6
2025.09.08	00:10:23.417	0.86734				2
2025.09.08	00:10:31.732	0.86735	0.86805			6
2025.09.08	00:10:33.318	0.86736	0.86804			6
2025.09.08	00:10:35.717		0.86805			4
2025.09.08	00:10:38.116		0.86804			4
2025.09.08	00:10:41.917	0.86735	0.86805			6
2025.09.08	00:10:51.990	0.86736	0.86804			6
2025.09.08	00:11:16.516	0.86736				2
2025.09.08	00:11:17.414		0.86803			4
2025.09.08	00:11:22.832	0.86735	0.86801			6
2025.09.08	00:11:24.426		0.86799			4
2025.09.08	00:11:25.435		0.86798			4
2025.09.08	00:11:27.317		0.86799			4
2025.09.08	00:11:28.346	0.86736				2
2025.09.08	00:11:29.338	0.86735	0.86800			6
2025.09.08	00:11:31.517		0.86799			4
2025.09.08	00:11:41.417		0.86800			4
2025.09.08	00:11:47.350	0.86738	0.86801			6
2025.09.08	00:11:48.316		0.86820			4
2025.09.08	00:11:50.117	0.86739				2
2025.09.08	00:11:57.617		0.86819			4
2025.09.08	00:12:04.755	0.86740	0.86818			6
2025.09.08	00:12:29.228	0.86741	0.86817			6
2025.09.08	00:12:47.451		0.86816			4
2025.09.08	00:12:48.350		0.86817			4
2025.09.08	00:13:01.726	0.86741				2
2025.09.08	00:13:36.077	0.86738	0.86801			6
2025.09.08	00:14:01.217	0.86738				2
2025.09.08	00:14:29.416	0.86739	0.86800			6
2025.09.08	00:15:01.610	0.86739				2
2025.09.08	00:15:03.616	0.86738	0.86801			6
2025.09.08	00:15:29.623	0.86739	0.86800			6
2025.09.08	00:16:03.617	0.86739	0.86799			6
2025.09.08	00:16:07.708		0.86800			4
2025.09.08	00:16:40.048	0.86734	0.86797			6
2025.09.08	00:16:51.425		0.86798			4
2025.09.08	00:16:52.217	0.86733				2
2025.09.08	00:16:54.616	0.86734				2
2025.09.08	00:17:01.178	0.86734				2
2025.09.08	00:17:16.459	0.86735	0.86797			6
2025.09.08	00:17:21.623		0.86796			4
2025.09.08	00:17:23.417		0.86797			4
2025.09.08	00:17:34.517		0.86796			4
2025.09.08	00:18:06.017	0.86735				2
2025.09.08	00:18:10.252	0.86736	0.86795			6
2025.09.08	00:18:41.418		0.86796			4
2025.09.08	00:18:48.320	0.86735				2
2025.09.08	00:19:01.727	0.86735				2
2025.09.08	00:19:05.211	0.86739	0.86813			6
2025.09.08	00:19:06.216	0.86738	0.86814			6
2025.09.08	00:19:31.671	0.86737	0.86815			6
2025.09.08	00:19:53.331	0.86738	0.86821			6
2025.09.08	00:20:02.309	0.86738				2
2025.09.08	00:20:16.817	0.86739				2
2025.09.08	00:20:23.720		0.86820			4
2025.09.08	00:21:07.249	0.86739	0.86816			6
2025.09.08	00:22:01.519	0.86739				2
2025.09.08	00:22:10.217		0.86816			4
2025.09.08	00:23:01.610	0.86739				2
2025.09.08	00:23:17.120		0.86816			4
2025.09.08	00:23:38.716	0.86740				2
2025.09.08	00:24:08.420	0.86740				2
2025.09.08	00:24:17.320		0.86816			4
2025.09.08	00:24:42.416	0.86741				2
2025.09.08	00:25:03.450	0.86740				2
2025.09.08	00:25:04.306		0.86819			4
2025.09.08	00:26:00.021	0.86740				2
2025.09.08	00:26:03.450	0.86741	0.86818			6
2025.09.08	00:26:07.638	0.86742	0.86817			6
2025.09.08	00:26:40.421	0.86741	0.86816			6
2025.09.08	00:26:44.721	0.86742				2
2025.09.08	00:26:58.593	0.86743				2
2025.09.08	00:27:01.517	0.86743				2
2025.09.08	00:27:40.462		0.86815			4
2025.09.08	00:27:42.384	0.86742	0.86816			6
2025.09.08	00:27:55.216	0.86741				2
2025.09.08	00:28:00.506	0.86741				2
2025.09.08	00:28:51.731		0.86816			4
2025.09.08	00:29:05.307	0.86741				2
2025.09.08	00:29:48.873	0.86742				2
2025.09.08	00:30:00.378	0.86743	0.86816			6
2025.09.08	00:30:04.817	0.86744				2
2025.09.08	00:30:10.516		0.86815			4
2025.09.08	00:30:15.018	0.86743	0.86816			6
2025.09.08	00:30:33.920	0.86744				2
2025.09.08	00:30:39.019		0.86815			4
2025.09.08	00:30:44.320	0.86732	0.86798			6
2025.09.08	00:30:52.818		0.86799			4
2025.09.08	00:30:55.220		0.86798			4
2025.09.08	00:31:01.816	0.86732				2
2025.09.08	00:31:20.420	0.86744	0.86817			6
2025.09.08	00:31:22.816		0.86816			4
2025.09.08	00:31:26.013	0.86745	0.86815			6
2025.09.08	00:31:54.402		0.86816			4
2025.09.08	00:32:01.223	0.86745				2
2025.09.08	00:32:10.929	0.86744				2
2025.09.08	00:32:13.294	0.86745	0.86815			6
2025.09.08	00:32:16.218		0.86816			4
2025.09.08	00:32:36.366	0.86743	0.86817			6
2025.09.08	00:32:38.119		0.86818			4
2025.09.08	00:32:41.425		0.86817			4
2025.09.08	00:33:00.617	0.86743				2
2025.09.08	00:33:08.718		0.86818			4
2025.09.08	00:33:10.931	0.86742				2
2025.09.08	00:33:12.916	0.86743				2
2025.09.08	00:34:00.318	0.86743				2
2025.09.08	00:34:10.356		0.86819			4
2025.09.08	00:35:01.305	0.86743				2
2025.09.08	00:35:02.057	0.86742	0.86820			6
2025.09.08	00:35:13.217		0.86819			4
2025.09.08	00:35:30.619		0.86820			4
2025.09.08	00:35:31.821		0.86819			4
2025.09.08	00:36:11.613	0.86742				2
2025.09.08	00:36:13.461	0.86741				2
2025.09.08	00:36:39.316		0.86819			4
2025.09.08	00:36:41.380	0.86743	0.86818			6
2025.09.08	00:36:47.121	0.86744	0.86817			6
2025.09.08	00:36:53.716	0.86745	0.86816			6
2025.09.08	00:36:56.078	0.86744	0.86817			6
2025.09.08	00:36:59.075		0.86816			4
2025.09.08	00:37:00.504	0.86745				2
2025.09.08	00:37:03.119	0.86744				2
2025.09.08	00:37:05.717	0.86745				2
2025.09.08	00:37:15.917		0.86815			4
2025.09.08	00:37:17.701		0.86816			4
2025.09.08	00:37:20.971	0.86744				2
2025.09.08	00:37:22.523	0.86745				2
